,Var(METAL),Var(ENERGY),Var(AGRICULTURAL),"Cov(METAL,ENERGY)","Cov(METAL,AGRICULTURAL)","Cov(ENERGY,AGRICULTURAL)"
3/15/1999,6.21E-05,0.000480,7.17E-05,1.03E-05,1.25E-05,1.55E-05
3/16/1999,7.24E-05,0.000453,7.46E-05,1.39E-05,1.64E-05,1.72E-05
3/17/1999,7.03E-05,0.000423,8.09E-05,1.36E-05,1.46E-05,1.77E-05
3/18/1999,6.75E-05,0.000474,7.91E-05,1.48E-05,1.45E-05,2.01E-05
3/19/1999,6.53E-05,0.000449,7.75E-05,1.54E-05,1.45E-05,2.06E-05
3/22/1999,6.65E-05,0.000424,7.64E-05,1.70E-05,1.54E-05,2.12E-05
3/23/1999,7.33E-05,0.000454,7.77E-05,2.60E-05,1.80E-05,2.60E-05
3/24/1999,7.05E-05,0.000426,7.53E-05,2.50E-05,1.75E-05,2.56E-05
3/25/1999,6.92E-05,0.000399,7.39E-05,2.50E-05,1.76E-05,2.54E-05
3/26/1999,6.75E-05,0.000421,7.81E-05,2.73E-05,1.86E-05,3.13E-05
3/29/1999,6.49E-05,0.000435,7.61E-05,2.64E-05,1.81E-05,3.20E-05
3/30/1999,8.38E-05,0.000412,7.48E-05,2.14E-05,2.00E-05,3.04E-05
3/31/1999,8.28E-05,0.000463,7.36E-05,1.50E-05,2.03E-05,2.66E-05
4/01/1999,7.90E-05,0.000446,7.43E-05,1.49E-05,1.98E-05,2.37E-05
4/07/1999,7.54E-05,0.000423,7.25E-05,1.48E-05,1.92E-05,2.37E-05
4/08/1999,7.72E-05,0.000447,7.46E-05,8.29E-06,1.63E-05,2.87E-05
4/09/1999,7.66E-05,0.000417,8.22E-05,8.69E-06,1.87E-05,2.84E-05
4/12/1999,7.58E-05,0.000468,8.11E-05,1.45E-05,1.92E-05,3.17E-05
4/13/1999,7.27E-05,0.000436,8.01E-05,1.44E-05,1.90E-05,3.09E-05
4/14/1999,7.37E-05,0.000424,7.77E-05,1.76E-05,1.88E-05,3.06E-05
4/15/1999,7.29E-05,0.000417,7.58E-05,2.02E-05,1.78E-05,2.89E-05
4/16/1999,8.41E-05,0.000416,7.52E-05,2.75E-05,1.48E-05,2.58E-05
4/19/1999,8.48E-05,0.000408,0.000120,3.07E-05,2.23E-05,3.66E-05
4/20/1999,9.43E-05,0.000410,0.000117,3.76E-05,2.36E-05,3.77E-05
4/21/1999,9.13E-05,0.000388,0.000112,3.76E-05,2.24E-05,3.63E-05
4/22/1999,8.75E-05,0.000370,0.000108,3.55E-05,2.21E-05,3.47E-05
4/23/1999,8.33E-05,0.000366,0.000121,3.39E-05,2.21E-05,2.73E-05
4/26/1999,8.88E-05,0.000348,0.000120,3.59E-05,1.83E-05,2.49E-05
4/27/1999,8.89E-05,0.000326,0.000116,3.46E-05,1.90E-05,2.43E-05
4/28/1999,8.70E-05,0.000311,0.000111,3.50E-05,1.86E-05,2.39E-05
4/29/1999,8.58E-05,0.000338,0.000110,2.92E-05,1.65E-05,2.78E-05
4/30/1999,9.26E-05,0.000317,0.000107,2.88E-05,1.77E-05,2.73E-05
5/05/1999,0.000105,0.000301,0.000103,3.15E-05,1.59E-05,2.63E-05
5/06/1999,0.000102,0.000283,9.91E-05,3.11E-05,1.54E-05,2.57E-05
5/07/1999,0.000115,0.000332,9.55E-05,1.69E-05,1.55E-05,2.45E-05
5/10/1999,0.000113,0.000316,9.23E-05,1.46E-05,1.57E-05,2.36E-05
5/11/1999,0.000113,0.000302,8.91E-05,1.21E-05,1.51E-05,2.33E-05
5/12/1999,0.000107,0.000337,8.62E-05,1.07E-05,1.49E-05,2.20E-05
5/13/1999,0.000102,0.000356,8.61E-05,1.21E-05,1.51E-05,2.54E-05
5/14/1999,0.000106,0.000402,8.33E-05,2.22E-05,1.42E-05,2.38E-05
5/17/1999,0.000103,0.000376,8.08E-05,2.12E-05,1.35E-05,2.34E-05
5/18/1999,9.91E-05,0.000352,7.86E-05,2.11E-05,1.29E-05,2.28E-05
5/19/1999,9.46E-05,0.000452,7.68E-05,2.42E-05,1.30E-05,2.55E-05
5/20/1999,9.78E-05,0.000427,7.98E-05,2.64E-05,9.41E-06,2.29E-05
5/21/1999,9.41E-05,0.000399,7.78E-05,2.55E-05,9.78E-06,2.23E-05
5/24/1999,8.95E-05,0.000389,7.64E-05,2.45E-05,9.87E-06,2.04E-05
5/25/1999,8.85E-05,0.000393,8.90E-05,2.79E-05,1.36E-05,2.77E-05
5/26/1999,8.44E-05,0.000371,8.60E-05,2.75E-05,1.33E-05,2.71E-05
5/27/1999,8.05E-05,0.000352,8.37E-05,2.69E-05,1.32E-05,2.71E-05
5/28/1999,8.55E-05,0.000329,8.21E-05,2.56E-05,1.46E-05,2.63E-05
6/01/1999,8.22E-05,0.000308,8.06E-05,2.50E-05,1.38E-05,2.58E-05
6/02/1999,7.88E-05,0.000339,7.89E-05,2.26E-05,1.33E-05,2.77E-05
6/03/1999,7.63E-05,0.000350,7.74E-05,1.99E-05,1.26E-05,2.90E-05
6/04/1999,7.29E-05,0.000327,9.79E-05,1.96E-05,1.26E-05,2.92E-05
6/07/1999,7.00E-05,0.000368,9.43E-05,1.79E-05,1.24E-05,2.88E-05
6/08/1999,6.80E-05,0.000377,9.40E-05,1.97E-05,1.14E-05,2.45E-05
6/09/1999,6.54E-05,0.000370,9.07E-05,1.98E-05,1.12E-05,2.38E-05
6/10/1999,6.45E-05,0.000378,9.06E-05,2.23E-05,9.96E-06,1.98E-05
6/11/1999,6.26E-05,0.000379,9.01E-05,2.04E-05,9.29E-06,2.24E-05
6/14/1999,6.04E-05,0.000402,8.70E-05,2.03E-05,9.26E-06,2.21E-05
6/17/1999,6.17E-05,0.000381,8.52E-05,2.17E-05,1.02E-05,2.26E-05
6/18/1999,5.96E-05,0.000357,8.74E-05,2.14E-05,9.80E-06,2.14E-05
6/21/1999,5.94E-05,0.000336,9.84E-05,2.01E-05,1.24E-05,1.88E-05
6/22/1999,5.94E-05,0.000339,9.49E-05,2.25E-05,1.21E-05,1.84E-05
6/23/1999,5.77E-05,0.000322,9.21E-05,2.16E-05,1.17E-05,1.86E-05
6/24/1999,5.58E-05,0.000361,9.99E-05,2.09E-05,1.18E-05,8.98E-06
6/25/1999,5.54E-05,0.000337,0.000105,2.06E-05,9.88E-06,8.95E-06
7/29/1999,5.45E-05,0.000316,0.000102,1.99E-05,9.23E-06,9.24E-06
7/30/1999,5.76E-05,0.000303,0.000101,2.18E-05,1.09E-05,1.06E-05
8/02/1999,5.65E-05,0.000306,9.69E-05,1.97E-05,1.07E-05,1.09E-05
8/03/1999,5.92E-05,0.000288,0.000117,1.88E-05,5.22E-06,1.21E-05
8/04/1999,6.25E-05,0.000270,0.000112,1.85E-05,5.71E-06,1.20E-05
8/05/1999,6.51E-05,0.000263,0.000114,2.08E-05,8.66E-06,1.45E-05
8/06/1999,6.38E-05,0.000249,0.000111,1.98E-05,9.32E-06,1.37E-05
8/09/1999,6.30E-05,0.000250,0.000107,2.15E-05,9.04E-06,1.30E-05
8/10/1999,6.14E-05,0.000253,0.000104,1.98E-05,8.50E-06,1.47E-05
8/11/1999,6.02E-05,0.000239,0.000102,1.91E-05,7.91E-06,1.49E-05
8/12/1999,6.09E-05,0.000225,9.78E-05,1.88E-05,8.03E-06,1.47E-05
8/13/1999,5.90E-05,0.000212,0.000111,1.85E-05,9.22E-06,1.49E-05
8/16/1999,5.86E-05,0.000205,0.000109,1.72E-05,8.16E-06,1.60E-05
8/17/1999,5.88E-05,0.000199,0.000153,1.83E-05,1.36E-05,2.12E-05
8/18/1999,5.75E-05,0.000189,0.000146,1.84E-05,1.32E-05,2.07E-05
8/19/1999,5.79E-05,0.000180,0.000144,1.76E-05,1.47E-05,1.96E-05
8/20/1999,5.63E-05,0.000201,0.000138,1.84E-05,1.45E-05,2.04E-05
8/23/1999,5.46E-05,0.000192,0.000133,1.80E-05,1.44E-05,1.98E-05
8/24/1999,5.68E-05,0.000200,0.000127,1.45E-05,1.37E-05,2.00E-05
8/25/1999,5.50E-05,0.000199,0.000123,1.46E-05,1.36E-05,2.08E-05
8/26/1999,5.46E-05,0.000258,0.000118,1.82E-05,1.30E-05,1.88E-05
8/27/1999,5.30E-05,0.000248,0.000126,1.80E-05,1.27E-05,1.55E-05
9/01/1999,5.19E-05,0.000234,0.000121,1.75E-05,1.24E-05,1.54E-05
9/02/1999,5.05E-05,0.000238,0.000131,1.70E-05,1.25E-05,9.29E-06
9/03/1999,5.86E-05,0.000378,0.000125,1.92E-06,1.16E-05,1.13E-05
9/08/1999,5.98E-05,0.000386,0.000123,-1.63E-06,1.30E-05,7.73E-06
9/09/1999,5.89E-05,0.000361,0.000119,-5.81E-07,1.33E-05,8.03E-06
9/10/1999,6.59E-05,0.000493,0.000121,1.47E-05,8.89E-06,-4.22E-06
9/13/1999,6.34E-05,0.000461,0.000116,1.48E-05,8.82E-06,-4.07E-06
9/14/1999,6.19E-05,0.000433,0.000112,1.53E-05,8.61E-06,-3.98E-06
9/15/1999,5.99E-05,0.000431,0.000108,1.60E-05,8.56E-06,-4.03E-06
9/16/1999,5.79E-05,0.000402,0.000116,1.59E-05,8.87E-06,-3.74E-06
9/17/1999,5.61E-05,0.000398,0.000113,1.51E-05,9.12E-06,-5.86E-06
9/20/1999,5.45E-05,0.000380,0.000109,1.46E-05,9.22E-06,-6.23E-06
9/21/1999,5.38E-05,0.000382,0.000109,1.64E-05,8.18E-06,-9.67E-06
9/22/1999,7.02E-05,0.000364,0.000105,1.16E-05,9.52E-06,-9.72E-06
9/23/1999,6.75E-05,0.000341,0.000105,1.18E-05,9.01E-06,-9.49E-06
9/24/1999,6.57E-05,0.000545,0.000101,6.65E-06,9.10E-06,-1.02E-05
9/27/1999,6.73E-05,0.000512,0.000103,8.68E-06,6.61E-06,-1.15E-05
10/28/1999,9.13E-05,0.000477,0.000109,8.86E-06,1.53E-05,-1.09E-05
10/29/1999,9.30E-05,0.000619,0.000105,-3.89E-06,1.38E-05,-5.99E-06
11/01/1999,8.97E-05,0.000576,0.000104,-3.51E-06,1.24E-05,-4.98E-06
11/02/1999,8.77E-05,0.000552,0.000103,-5.22E-06,1.10E-05,-2.36E-06
11/03/1999,8.37E-05,0.000529,0.000104,-5.13E-06,1.03E-05,1.15E-06
11/04/1999,8.00E-05,0.000504,0.000100,-3.72E-06,1.03E-05,1.94E-06
11/05/1999,7.66E-05,0.000473,9.66E-05,-2.54E-06,1.02E-05,2.04E-06
11/08/1999,7.91E-05,0.000442,9.39E-05,-2.81E-06,1.13E-05,1.89E-06
11/09/1999,7.56E-05,0.000430,9.20E-05,-1.77E-06,1.10E-05,2.15E-07
11/10/1999,8.10E-05,0.000426,9.09E-05,4.74E-06,1.31E-05,3.10E-06
11/11/1999,8.65E-05,0.000408,8.94E-05,9.06E-06,1.09E-05,1.73E-06
11/12/1999,8.73E-05,0.000415,8.67E-05,1.44E-05,1.01E-05,6.80E-07
11/15/1999,8.46E-05,0.000439,8.71E-05,1.09E-05,8.88E-06,5.70E-06
11/16/1999,8.31E-05,0.000414,9.06E-05,9.73E-06,1.10E-05,3.92E-06
11/17/1999,7.93E-05,0.000392,8.97E-05,9.87E-06,1.09E-05,5.31E-06
11/18/1999,7.57E-05,0.000385,8.66E-05,1.03E-05,1.07E-05,5.06E-06
11/19/1999,8.10E-05,0.000370,9.85E-05,1.43E-05,1.65E-05,9.74E-06
11/22/1999,7.87E-05,0.000353,9.51E-05,1.29E-05,1.58E-05,1.01E-05
11/23/1999,7.89E-05,0.000354,9.51E-05,9.17E-06,1.74E-05,6.76E-06
11/24/1999,7.58E-05,0.000354,9.17E-05,8.20E-06,1.69E-05,6.77E-06
11/30/1999,7.25E-05,0.000331,8.93E-05,8.42E-06,1.64E-05,6.82E-06
12/01/1999,7.18E-05,0.000430,9.14E-05,2.15E-06,1.78E-05,-2.18E-06
12/02/1999,6.94E-05,0.000435,9.05E-05,8.89E-07,1.80E-05,-5.11E-06
12/03/1999,6.88E-05,0.000478,8.76E-05,-3.49E-06,1.72E-05,-3.50E-06
12/06/1999,6.62E-05,0.000468,8.57E-05,-3.46E-06,1.71E-05,-4.98E-06
12/07/1999,6.38E-05,0.000439,8.54E-05,-2.44E-06,1.63E-05,-5.39E-06
12/08/1999,6.19E-05,0.000410,8.32E-05,-1.95E-06,1.62E-05,-5.27E-06
12/09/1999,6.02E-05,0.000389,8.27E-05,-1.97E-06,1.64E-05,-6.25E-06
12/10/1999,5.88E-05,0.000377,8.74E-05,-6.87E-08,1.72E-05,-2.17E-06
12/13/1999,5.84E-05,0.000353,8.51E-05,8.22E-07,1.72E-05,-1.70E-06
12/14/1999,6.00E-05,0.000339,9.12E-05,3.64E-06,1.39E-05,-4.70E-06
12/17/1999,6.01E-05,0.000345,8.84E-05,7.14E-06,1.41E-05,-3.18E-06
12/20/1999,5.82E-05,0.000325,8.55E-05,7.19E-06,1.38E-05,-2.69E-06
12/21/1999,5.65E-05,0.000310,8.27E-05,7.92E-06,1.35E-05,-2.51E-06
12/22/1999,5.47E-05,0.000313,8.05E-05,8.34E-06,1.33E-05,-1.06E-06
12/23/1999,6.16E-05,0.000353,7.85E-05,-2.97E-07,1.19E-05,1.36E-06
12/30/1999,5.97E-05,0.000332,8.43E-05,9.35E-08,1.10E-05,2.88E-06
1/05/2000,5.81E-05,0.000355,8.82E-05,2.38E-06,1.00E-05,-3.23E-06
1/06/2000,6.40E-05,0.000359,8.59E-05,8.54E-06,8.76E-06,-4.45E-06
1/07/2000,6.47E-05,0.000335,8.31E-05,8.72E-06,8.53E-06,-4.06E-06
1/10/2000,6.43E-05,0.000339,8.34E-05,6.14E-06,9.80E-06,-6.82E-06
1/11/2000,6.21E-05,0.000347,8.07E-05,7.50E-06,9.74E-06,-6.42E-06
1/12/2000,6.00E-05,0.000400,7.87E-05,6.68E-06,9.57E-06,-3.74E-06
1/13/2000,5.97E-05,0.000376,7.76E-05,7.90E-06,1.03E-05,-2.65E-06
1/14/2000,5.80E-05,0.000356,8.08E-05,7.70E-06,9.59E-06,-4.81E-07
1/19/2000,5.61E-05,0.000405,8.05E-05,8.46E-06,9.43E-06,-4.87E-06
1/20/2000,6.23E-05,0.000385,8.55E-05,1.15E-05,1.34E-05,-1.88E-06
1/21/2000,6.09E-05,0.000397,8.33E-05,1.38E-05,1.28E-05,-3.38E-06
1/24/2000,5.97E-05,0.000408,8.06E-05,1.15E-05,1.26E-05,-3.21E-06
1/25/2000,5.98E-05,0.000382,7.83E-05,1.11E-05,1.27E-05,-2.98E-06
1/26/2000,5.82E-05,0.000390,7.67E-05,1.26E-05,1.28E-05,-7.32E-07
1/27/2000,6.24E-05,0.000399,7.44E-05,1.84E-05,1.28E-05,-1.40E-07
1/28/2000,6.50E-05,0.000373,7.23E-05,1.76E-05,1.28E-05,7.58E-08
1/31/2000,6.30E-05,0.000357,7.05E-05,1.82E-05,1.28E-05,8.72E-07
2/01/2000,6.11E-05,0.000376,7.71E-05,1.94E-05,1.17E-05,-5.79E-06
2/02/2000,5.93E-05,0.000371,7.60E-05,1.80E-05,1.19E-05,-7.17E-06
2/03/2000,5.94E-05,0.000349,7.38E-05,1.68E-05,1.18E-05,-6.76E-06
2/04/2000,6.59E-05,0.000327,7.19E-05,1.72E-05,1.09E-05,-6.40E-06
2/07/2000,0.000123,0.000346,6.99E-05,3.62E-05,1.18E-05,-5.40E-06
2/08/2000,0.000125,0.000382,6.84E-05,4.40E-05,1.08E-05,-6.54E-06
2/09/2000,0.000145,0.000388,7.50E-05,3.09E-05,2.64E-06,-2.39E-07
2/10/2000,0.000168,0.000392,7.31E-05,4.21E-05,4.69E-06,1.20E-06
2/11/2000,0.000159,0.000396,7.38E-05,4.30E-05,5.81E-06,4.72E-06
2/17/2000,0.000149,0.000370,7.60E-05,4.16E-05,5.26E-06,4.59E-06
2/18/2000,0.000143,0.000346,7.40E-05,4.07E-05,5.01E-06,4.57E-06
2/25/2000,0.000139,0.000331,7.26E-05,4.16E-05,4.17E-06,3.87E-06
2/28/2000,0.000161,0.000319,8.30E-05,3.35E-05,1.46E-05,9.16E-09
2/29/2000,0.000154,0.000302,8.36E-05,3.36E-05,1.57E-05,1.43E-06
3/01/2000,0.000144,0.000311,8.09E-05,3.33E-05,1.54E-05,1.43E-06
3/02/2000,0.000138,0.000361,8.14E-05,2.71E-05,1.36E-05,6.95E-06
3/07/2000,0.000153,0.000338,8.54E-05,2.78E-05,6.84E-06,6.30E-06
3/08/2000,0.000145,0.000413,8.26E-05,3.13E-05,6.98E-06,6.69E-06
3/09/2000,0.000139,0.000758,8.06E-05,1.70E-05,7.78E-06,1.28E-06
3/10/2000,0.000131,0.000724,7.85E-05,1.76E-05,7.98E-06,2.66E-06
3/13/2000,0.000123,0.000674,7.93E-05,1.74E-05,7.90E-06,1.99E-06
3/14/2000,0.000117,0.000635,7.96E-05,1.64E-05,7.33E-06,4.03E-06
4/27/2000,0.000112,0.000608,7.81E-05,1.43E-05,7.97E-06,2.68E-06
4/28/2000,0.000125,0.000585,7.77E-05,2.19E-05,4.70E-06,5.55E-07
5/03/2000,0.000147,0.000559,7.70E-05,2.98E-05,1.29E-06,-1.04E-06
5/04/2000,0.000140,0.000531,7.68E-05,3.08E-05,2.69E-06,9.61E-07
5/05/2000,0.000135,0.000494,7.55E-05,3.03E-05,3.99E-06,1.38E-06
5/08/2000,0.000129,0.000461,7.33E-05,3.00E-05,4.16E-06,1.56E-06
5/09/2000,0.000121,0.000513,7.78E-05,2.73E-05,5.05E-06,-6.77E-06
5/10/2000,0.000115,0.000498,7.67E-05,2.72E-05,5.39E-06,-4.49E-06
5/11/2000,0.000108,0.000464,7.77E-05,2.66E-05,6.01E-06,-3.75E-06
5/12/2000,0.000103,0.000484,7.56E-05,2.31E-05,5.87E-06,-2.03E-06
5/15/2000,9.81E-05,0.000463,7.72E-05,2.31E-05,5.67E-06,-4.17E-06
5/16/2000,9.50E-05,0.000439,7.50E-05,2.10E-05,6.04E-06,-4.10E-06
5/17/2000,9.62E-05,0.000413,7.52E-05,2.26E-05,8.15E-06,-2.57E-06
5/18/2000,9.46E-05,0.000389,7.44E-05,2.08E-05,9.29E-06,-3.03E-06
5/19/2000,9.48E-05,0.000406,7.29E-05,2.62E-05,1.03E-05,-6.87E-07
5/22/2000,9.33E-05,0.000379,7.65E-05,2.58E-05,1.24E-05,-1.05E-07
5/23/2000,8.87E-05,0.000441,7.83E-05,2.65E-05,1.19E-05,-6.75E-06
5/24/2000,8.59E-05,0.000415,7.62E-05,2.68E-05,1.14E-05,-6.65E-06
5/25/2000,8.18E-05,0.000542,7.72E-05,2.60E-05,1.13E-05,-1.44E-05
5/26/2000,8.74E-05,0.000552,8.18E-05,1.70E-05,1.54E-05,-2.04E-05
5/30/2000,8.37E-05,0.000518,8.08E-05,1.74E-05,1.56E-05,-1.86E-05
5/31/2000,8.01E-05,0.000483,9.14E-05,1.74E-05,1.61E-05,-1.66E-05
6/01/2000,7.67E-05,0.000486,8.86E-05,1.59E-05,1.56E-05,-1.43E-05
6/02/2000,7.35E-05,0.000453,8.60E-05,1.58E-05,1.54E-05,-1.36E-05
6/05/2000,8.29E-05,0.000422,8.50E-05,1.51E-05,1.76E-05,-1.31E-05
6/06/2000,9.33E-05,0.000404,8.85E-05,1.98E-05,1.22E-05,-1.55E-05
6/07/2000,8.90E-05,0.000379,8.74E-05,1.92E-05,1.16E-05,-1.41E-05
6/08/2000,8.52E-05,0.000380,8.50E-05,2.04E-05,1.17E-05,-1.21E-05
6/09/2000,8.12E-05,0.000363,8.64E-05,2.02E-05,1.17E-05,-9.29E-06
6/12/2000,7.77E-05,0.000350,8.36E-05,1.91E-05,1.16E-05,-8.84E-06
6/13/2000,7.46E-05,0.000427,9.39E-05,2.09E-05,1.04E-05,-2.15E-05
6/14/2000,7.32E-05,0.000402,9.07E-05,2.15E-05,1.01E-05,-2.08E-05
6/15/2000,7.09E-05,0.000377,8.87E-05,2.16E-05,9.51E-06,-2.05E-05
6/16/2000,6.82E-05,0.000377,8.57E-05,2.21E-05,9.52E-06,-1.92E-05
6/19/2000,6.79E-05,0.000446,8.34E-05,1.57E-05,8.91E-06,-1.59E-05
6/20/2000,6.64E-05,0.000556,8.16E-05,1.05E-05,8.36E-06,-1.11E-05
6/21/2000,6.39E-05,0.000572,7.93E-05,1.04E-05,8.39E-06,-1.19E-05
6/22/2000,6.27E-05,0.000536,7.68E-05,9.68E-06,8.51E-06,-1.14E-05
6/23/2000,6.43E-05,0.000561,7.76E-05,3.74E-06,6.72E-06,-5.78E-06
6/26/2000,6.34E-05,0.000523,8.41E-05,4.74E-06,8.72E-06,-4.12E-06
6/27/2000,6.80E-05,0.000489,8.91E-05,3.55E-06,4.88E-06,-2.21E-06
7/28/2000,6.89E-05,0.000479,8.61E-05,4.22E-07,5.16E-06,-2.06E-06
7/31/2000,6.64E-05,0.000449,8.32E-05,1.38E-06,5.36E-06,-1.67E-06
8/01/2000,8.23E-05,0.000448,8.14E-05,-7.27E-06,3.43E-06,4.70E-07
8/02/2000,8.29E-05,0.000459,8.13E-05,-1.08E-06,1.96E-06,-2.95E-06
8/03/2000,8.08E-05,0.000486,7.92E-05,3.63E-06,2.76E-06,-6.82E-07
8/04/2000,0.000136,0.000471,8.09E-05,-8.63E-06,1.12E-05,-3.52E-06
8/07/2000,0.000128,0.000501,7.97E-05,-8.86E-06,1.13E-05,-6.52E-06
8/08/2000,0.000131,0.000488,7.73E-05,-1.96E-06,1.16E-05,-5.66E-06
8/09/2000,0.000129,0.000462,7.50E-05,1.25E-06,1.12E-05,-5.48E-06
8/10/2000,0.000122,0.000474,8.03E-05,3.47E-06,1.02E-05,-1.16E-05
8/11/2000,0.000115,0.000486,7.78E-05,6.07E-06,1.02E-05,-1.06E-05
8/14/2000,0.000111,0.000455,7.63E-05,7.26E-06,9.44E-06,-1.06E-05
8/17/2000,0.000113,0.000428,7.42E-05,5.47E-06,1.00E-05,-1.03E-05
8/18/2000,0.000108,0.000440,7.21E-05,8.61E-06,9.86E-06,-1.02E-05
8/21/2000,0.000104,0.000412,7.01E-05,8.10E-06,9.74E-06,-9.60E-06
8/22/2000,9.84E-05,0.000441,6.83E-05,9.15E-06,9.74E-06,-8.06E-06
8/23/2000,9.38E-05,0.000504,6.87E-05,1.20E-05,1.02E-05,-2.40E-06
8/24/2000,9.15E-05,0.000502,6.83E-05,8.55E-06,1.11E-05,-4.58E-06
8/25/2000,8.77E-05,0.000478,7.06E-05,7.60E-06,1.20E-05,-6.62E-06
8/30/2000,8.50E-05,0.000453,6.87E-05,9.17E-06,1.20E-05,-5.93E-06
8/31/2000,8.11E-05,0.000464,6.69E-05,8.44E-06,1.18E-05,-5.83E-06
9/01/2000,7.91E-05,0.000435,6.55E-05,7.82E-06,1.20E-05,-5.70E-06
9/06/2000,7.69E-05,0.000409,6.41E-05,8.90E-06,1.21E-05,-5.00E-06
9/07/2000,7.49E-05,0.000447,6.31E-05,1.28E-05,1.15E-05,-6.79E-06
9/28/2000,7.22E-05,0.000417,6.18E-05,1.30E-05,1.12E-05,-6.44E-06
9/29/2000,6.96E-05,0.000492,6.17E-05,1.54E-05,1.07E-05,-1.03E-05
10/02/2000,6.68E-05,0.000473,6.18E-05,1.49E-05,1.04E-05,-8.00E-06
10/03/2000,6.52E-05,0.000539,6.08E-05,1.10E-05,1.06E-05,-9.64E-06
10/04/2000,6.32E-05,0.000502,6.06E-05,1.10E-05,1.10E-05,-9.27E-06
10/05/2000,6.10E-05,0.000486,5.96E-05,1.15E-05,1.08E-05,-9.60E-06
10/06/2000,6.33E-05,0.000499,5.83E-05,5.92E-06,1.07E-05,-9.01E-06
10/09/2000,6.24E-05,0.000466,5.72E-05,6.79E-06,1.07E-05,-8.38E-06
10/10/2000,6.06E-05,0.000483,5.68E-05,5.25E-06,1.09E-05,-1.00E-05
10/11/2000,6.11E-05,0.000489,5.98E-05,9.54E-06,1.25E-05,-4.83E-06
10/12/2000,5.97E-05,0.000493,5.85E-05,7.62E-06,1.23E-05,-4.53E-06
10/13/2000,5.79E-05,0.000723,5.74E-05,1.08E-05,1.21E-05,-5.94E-06
10/18/2000,5.67E-05,0.000758,5.77E-05,1.40E-05,1.24E-05,-1.45E-06
10/19/2000,5.49E-05,0.000709,5.74E-05,1.41E-05,1.23E-05,-2.92E-07
10/20/2000,5.85E-05,0.000713,5.72E-05,7.45E-06,1.10E-05,2.62E-06
10/23/2000,5.69E-05,0.000679,5.93E-05,6.68E-06,1.15E-05,1.01E-07
10/24/2000,5.60E-05,0.000644,6.52E-05,5.68E-06,1.26E-05,-3.18E-06
10/25/2000,5.67E-05,0.000645,6.80E-05,1.03E-05,1.07E-05,-8.06E-06
10/26/2000,5.63E-05,0.000623,7.33E-05,1.27E-05,1.23E-05,-2.82E-06
10/27/2000,5.81E-05,0.000592,7.35E-05,1.01E-05,1.36E-05,-4.44E-06
10/30/2000,5.71E-05,0.000610,7.39E-05,1.30E-05,1.41E-05,4.01E-07
10/31/2000,5.53E-05,0.000567,7.26E-05,1.30E-05,1.39E-05,8.38E-07
11/01/2000,6.21E-05,0.000529,7.22E-05,1.14E-05,1.55E-05,4.20E-07
11/02/2000,6.10E-05,0.000535,7.02E-05,8.70E-06,1.53E-05,2.07E-07
11/03/2000,6.25E-05,0.000502,7.34E-05,7.39E-06,1.72E-05,-1.22E-06
11/06/2000,6.04E-05,0.000480,7.15E-05,7.24E-06,1.68E-05,-4.47E-07
11/07/2000,6.48E-05,0.000447,7.13E-05,7.41E-06,1.46E-05,-1.36E-07
11/08/2000,6.41E-05,0.000459,6.93E-05,1.10E-05,1.43E-05,3.62E-08
11/09/2000,6.20E-05,0.000436,6.75E-05,1.18E-05,1.39E-05,1.24E-07
11/10/2000,6.05E-05,0.000439,6.73E-05,1.36E-05,1.32E-05,-2.24E-06
11/13/2000,5.94E-05,0.000409,6.57E-05,1.36E-05,1.31E-05,-1.93E-06
11/14/2000,6.36E-05,0.000434,6.78E-05,6.45E-06,1.54E-05,-6.72E-06
11/15/2000,6.29E-05,0.000431,6.61E-05,9.32E-06,1.53E-05,-5.79E-06
11/16/2000,6.08E-05,0.000472,6.44E-05,7.98E-06,1.50E-05,-5.39E-06
11/17/2000,5.97E-05,0.000557,6.33E-05,1.25E-05,1.50E-05,-2.34E-06
11/20/2000,5.79E-05,0.000551,6.26E-05,1.34E-05,1.49E-05,-1.38E-07
11/21/2000,5.62E-05,0.000514,6.13E-05,1.37E-05,1.46E-05,2.67E-07
11/22/2000,5.45E-05,0.000483,6.18E-05,1.33E-05,1.46E-05,-5.05E-07
11/28/2000,5.30E-05,0.000460,6.06E-05,1.30E-05,1.43E-05,3.24E-07
11/29/2000,5.62E-05,0.000533,5.96E-05,4.25E-06,1.46E-05,-1.51E-06
11/30/2000,5.73E-05,0.000516,5.84E-05,1.74E-06,1.40E-05,-6.61E-07
12/01/2000,5.67E-05,0.000482,5.72E-05,2.85E-06,1.38E-05,-3.44E-07
12/04/2000,6.07E-05,0.000522,5.61E-05,-4.76E-06,1.34E-05,4.42E-07
12/05/2000,7.54E-05,0.000506,5.59E-05,3.33E-06,1.51E-05,2.16E-06
12/06/2000,7.45E-05,0.000575,5.68E-05,9.96E-06,1.59E-05,7.49E-06
12/07/2000,7.21E-05,0.000714,5.57E-05,1.48E-05,1.56E-05,8.40E-06
12/08/2000,7.50E-05,0.000681,5.56E-05,1.07E-05,1.66E-05,6.85E-06
12/11/2000,7.21E-05,0.000646,5.46E-05,1.17E-05,1.61E-05,6.76E-06
12/28/2000,7.00E-05,0.000800,5.36E-05,1.70E-05,1.59E-05,7.65E-06
